Date,Type,Rank,Symbol,Company Name,Quant,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
2023-12-01,top_quant,100,JAKK,"JAKKS Pacific, Inc.",RATING: STRONG BUY4.88,RATING: STRONG BUY4.66,RATING: STRONG BUY5.00,319.42M,-,A+,C+,A-,A+,C+
2023-12-01,top_dividend,1,CMCSA,Comcast Corporation,RATING: STRONG BUY4.96,RATING: BUY4.22,RATING: BUY4.00,171.23B,2.67%,C,C+,A+,B+,A-
2023-12-01,top_dividend,2,AVGO,Broadcom Inc.,RATING: STRONG BUY4.90,RATING: HOLD3.40,RATING: BUY4.43,443.65B,1.72%,D,B-,A+,A,B-
2023-12-01,top_dividend,3,POWL,"Powell Industries, Inc.",RATING: STRONG BUY4.90,RATING: BUY3.75,RATING: HOLD3.00,1.06B,1.19%,C,A,A-,A+,A
2023-12-01,top_dividend,4,IIPR,"Innovative Industrial Properties, Inc.",RATING: STRONG BUY4.85,RATING: BUY4.20,RATING: HOLD3.42,2.48B,8.19%,A-,A+,A,B+,B+
2023-12-01,top_dividend,5,IDCC,"InterDigital, Inc.",RATING: STRONG BUY4.85,RATING: HOLD3.00,RATING: STRONG BUY4.80,2.72B,1.37%,B-,B+,A+,A,B+
2023-12-01,top_dividend,6,BELFB,Bel Fuse Inc.,RATING: STRONG BUY4.84,RATING: BUY3.66,RATING: STRONG BUY4.50,782.39M,0.46%,B-,A-,A-,A,A-
2023-12-01,top_dividend,7,KO,The Coca-Cola Company,RATING: STRONG BUY4.83,RATING: BUY3.68,RATING: BUY4.26,255.25B,3.10%,D,C,A+,B-,A-
2023-12-01,top_dividend,8,HIG,"The Hartford Financial Services Group, Inc.",RATING: STRONG BUY4.80,RATING: BUY4.00,RATING: BUY3.90,23.70B,2.19%,C-,B,A-,B,A
2023-12-01,top_dividend,9,PEP,"PepsiCo, Inc.",RATING: STRONG BUY4.78,RATING: BUY3.76,RATING: BUY3.65,234.29B,2.94%,D,C+,A+,C,A-
2023-12-01,top_dividend,10,RGA,"Reinsurance Group of America, Incorporated",RATING: STRONG BUY4.78,RATING: BUY4.00,RATING: BUY4.16,10.96B,1.95%,C+,A+,B-,A,B+
2023-12-01,top_dividend,11,ELV,"Elevance Health, Inc.",RATING: STRONG BUY4.76,RATING: BUY4.20,RATING: STRONG BUY4.65,111.86B,1.22%,D,B-,A+,B+,B+
2023-12-01,top_dividend,12,PCAR,PACCAR Inc,RATING: STRONG BUY4.75,RATING: HOLD3.00,RATING: HOLD3.20,51.11B,1.07%,C-,B-,A,A,B+
2023-12-01,top_dividend,13,OSK,Oshkosh Corporation,RATING: STRONG BUY4.74,RATING: BUY4.00,RATING: BUY3.75,6.66B,1.62%,B+,A,C+,B,A-
2023-12-01,top_dividend,14,PH,Parker-Hannifin Corporation,RATING: STRONG BUY4.72,RATING: HOLD3.00,RATING: BUY4.04,56.30B,1.31%,D,B-,A,A-,B+
2023-12-01,top_dividend,15,PG,The Procter & Gamble Company,RATING: STRONG BUY4.69,RATING: HOLD3.33,RATING: BUY4.00,343.68B,2.56%,D,C-,A+,B-,B+
2023-12-01,top_dividend,16,SAIC,Science Applications International Corporation,RATING: STRONG BUY4.68,RATING: HOLD3.00,RATING: HOLD3.30,6.67B,1.16%,D+,A-,B+,B+,A+
2023-12-01,top_dividend,17,RDN,Radian Group Inc.,RATING: STRONG BUY4.66,RATING: BUY4.00,RATING: HOLD3.25,3.98B,3.44%,C+,C,A-,B,A+
2023-12-01,top_dividend,18,BBSI,"Barrett Business Services, Inc.",RATING: STRONG BUY4.66,-RATING: NOT COVERED,RATING: BUY4.25,746.62M,1.06%,C-,C+,B,A-,A-
2023-12-01,top_dividend,19,CAT,Caterpillar Inc.,RATING: STRONG BUY4.65,RATING: BUY3.80,RATING: HOLD3.42,132.83B,1.91%,C,B,A+,B-,B+
2023-12-01,top_dividend,20,CDW,CDW Corporation,RATING: STRONG BUY4.64,RATING: HOLD3.00,RATING: BUY3.91,29.26B,1.10%,D,C,A-,B,A
2023-12-01,top_dividend,21,HII,"Huntington Ingalls Industries, Inc.",RATING: STRONG BUY4.64,RATING: BUY3.50,RATING: BUY3.61,9.95B,1.97%,C,B-,B,B+,A-
2023-12-01,top_dividend,22,AMGN,Amgen Inc.,RATING: STRONG BUY4.63,RATING: BUY3.66,RATING: BUY3.58,146.83B,3.11%,D,B-,A+,A-,B-
2023-12-01,top_dividend,23,MLI,"Mueller Industries, Inc.",RATING: STRONG BUY4.62,RATING: BUY3.75,RATING: STRONG BUY5.00,4.84B,1.41%,B+,C+,A,B+,A-
2023-12-01,top_dividend,24,APOG,"Apogee Enterprises, Inc.",RATING: STRONG BUY4.62,RATING: BUY3.50,RATING: HOLD3.20,1.08B,1.96%,B,A+,B,B-,A
2023-12-01,top_dividend,25,MPC,Marathon Petroleum Corporation,RATING: STRONG BUY4.61,RATING: BUY3.66,RATING: BUY4.00,54.62B,2.14%,B,B+,A+,A-,C-
2023-12-01,top_dividend,26,EPRT,"Essential Properties Realty Trust, Inc.",RATING: STRONG BUY4.60,RATING: BUY3.85,RATING: STRONG BUY4.50,3.83B,4.50%,B-,A+,A+,B,B+
2023-12-01,top_dividend,27,TNC,Tennant Company,RATING: STRONG BUY4.60,RATING: HOLD3.00,RATING: STRONG BUY4.66,1.63B,1.23%,C-,C-,B,A-,A
2023-12-01,top_dividend,28,INGR,Ingredion Incorporated,RATING: STRONG BUY4.59,RATING: HOLD3.00,RATING: BUY4.00,6.96B,2.72%,B,B,B-,B+,A
2023-12-01,top_dividend,29,MCK,McKesson Corporation,RATING: STRONG BUY4.58,RATING: STRONG BUY5.00,RATING: BUY4.26,61.47B,0.50%,C-,C+,A+,A,B-
2023-12-01,top_dividend,30,KFRC,Kforce Inc.,RATING: STRONG BUY4.58,RATING: HOLD3.00,RATING: HOLD3.33,1.32B,1.99%,D+,C-,B+,B+,A
2023-12-01,top_dividend,31,PFBC,Preferred Bank,RATING: STRONG BUY4.58,RATING: HOLD3.00,RATING: BUY4.00,917.89M,3.27%,B-,B,B-,B,A+
2023-12-01,top_dividend,32,FLS,Flowserve Corporation,RATING: STRONG BUY4.57,RATING: HOLD3.00,RATING: BUY4.18,5.10B,2.07%,C,B+,C+,B-,A
2023-12-01,top_dividend,33,VLO,Valero Energy Corporation,RATING: STRONG BUY4.56,RATING: HOLD3.28,RATING: BUY4.00,42.04B,3.37%,A-,A-,A,C-,C
2023-12-01,top_dividend,34,PSX,Phillips 66,RATING: STRONG BUY4.55,RATING: HOLD3.20,RATING: BUY3.95,55.61B,3.35%,C+,B-,A-,A-,C-
2023-12-01,top_dividend,35,CTRA,Coterra Energy Inc.,RATING: STRONG BUY4.55,RATING: BUY4.20,RATING: BUY3.77,18.70B,3.28%,C+,C+,A,C-,A-
2023-12-01,top_dividend,36,EMR,Emerson Electric Co.,RATING: STRONG BUY4.55,RATING: BUY3.66,RATING: BUY4.37,51.28B,2.31%,D+,A,A,C,B+
2023-12-01,top_dividend,37,RUSHA,"Rush Enterprises, Inc.",RATING: STRONG BUY4.54,RATING: BUY4.00,RATING: STRONG BUY5.00,3.28B,1.52%,B,C+,C,B-,A+
2023-12-01,top_dividend,38,ARE,"Alexandria Real Estate Equities, Inc.",RATING: STRONG BUY4.53,RATING: BUY4.27,RATING: STRONG BUY4.58,20.76B,4.19%,D+,B+,B+,C-,A
2023-12-01,top_dividend,39,JNPR,"Juniper Networks, Inc.",RATING: STRONG BUY4.51,RATING: HOLD3.00,RATING: BUY3.50,9.37B,3.00%,B-,B-,B+,C,B+
2023-12-01,top_dividend,40,LYB,LyondellBasell Industries N.V.,RATING: STRONG BUY4.50,RATING: BUY3.50,RATING: BUY3.56,30.07B,5.39%,B+,C-,A,B-,A-
2023-12-01,top_growth,1,ANF,Abercrombie & Fitch Co.,RATING: STRONG BUY4.99,RATING: HOLD2.50,RATING: BUY3.66,4.11B,-,C-,A+,B+,A+,A
2023-12-01,top_growth,2,RYCEY,Rolls-Royce Holdings plc,RATING: STRONG BUY4.98,RATING: BUY4.00,RATING: BUY4.33,32.03B,-,C+,A,A+,A+,A+
2023-12-01,top_growth,3,ISNPY,Intesa Sanpaolo S.p.A.,RATING: STRONG BUY4.98,RATING: BUY4.00,RATING: HOLD3.00,52.81B,8.71%,A+,A+,A+,B+,A+
2023-12-01,top_growth,4,TM,Toyota Motor Corporation,RATING: STRONG BUY4.95,RATING: HOLD3.25,RATING: HOLD3.25,248.68B,2.43%,B-,A+,A+,A-,A+
2023-12-01,top_growth,5,FCNCA,"First Citizens BancShares, Inc.",RATING: STRONG BUY4.95,RATING: BUY4.00,RATING: BUY4.10,20.75B,0.27%,A-,A+,A-,A+,A+
2023-12-01,top_growth,6,MOD,Modine Manufacturing Company,RATING: STRONG BUY4.95,RATING: BUY3.50,RATING: STRONG BUY4.75,2.82B,-,C-,A,B,A+,A+
2023-12-01,top_growth,7,SCS,Steelcase Inc.,RATING: STRONG BUY4.94,RATING: BUY4.00,RATING: HOLD3.00,1.43B,3.22%,B,A+,C+,A+,A
2023-12-01,top_growth,8,COF,Capital One Financial Corporation,RATING: STRONG BUY4.93,RATING: HOLD3.00,RATING: HOLD3.33,45.25B,2.00%,B+,A,A+,A-,B+
2023-12-01,top_growth,9,APP,AppLovin Corporation,RATING: STRONG BUY4.93,RATING: BUY3.75,RATING: BUY4.00,12.19B,-,C-,A+,A,A+,B
2023-12-01,top_growth,10,PATH,UiPath Inc.,RATING: STRONG BUY4.93,RATING: BUY3.70,RATING: BUY3.77,13.88B,-,D,A+,B+,A+,A
2023-12-01,top_growth,11,STNE,StoneCo Ltd.,RATING: STRONG BUY4.93,RATING: BUY3.60,RATING: BUY3.76,4.93B,-,B+,A+,B,A+,B+
2023-12-01,top_growth,12,CMPR,Cimpress plc,RATING: STRONG BUY4.93,RATING: BUY4.00,RATING: STRONG BUY4.50,2.05B,-,B,A,C-,A+,A
2023-12-01,top_growth,13,FOR,Forestar Group Inc.,RATING: STRONG BUY4.92,RATING: BUY4.00,RATING: STRONG BUY4.50,1.56B,-,A+,A+,C-,A+,B-
2023-12-01,top_growth,14,INTR,"Inter & Co, Inc.",RATING: STRONG BUY4.92,RATING: BUY4.00,RATING: HOLD3.33,1.98B,-,B-,A+,B-,A+,B-
2023-12-01,top_growth,15,MLTX,MoonLake Immunotherapeutics,RATING: STRONG BUY4.92,RATING: BUY3.75,RATING: STRONG BUY4.57,3.38B,-,C-,A+,B-,A+,B-
2023-12-01,top_growth,16,ENIC,Enel Chile S.A.,RATING: STRONG BUY4.92,RATING: BUY4.00,RATING: BUY3.50,4.61B,9.86%,A+,A+,A-,A+,A
2023-12-01,top_growth,17,AEL,American Equity Investment Life Holding Company,RATING: STRONG BUY4.90,RATING: BUY3.50,RATING: HOLD3.00,4.37B,-,A,A,B+,A,A-
2023-12-01,top_growth,18,POWL,"Powell Industries, Inc.",RATING: STRONG BUY4.90,RATING: BUY3.75,RATING: HOLD3.00,1.06B,1.19%,C,A,A-,A+,A
2023-12-01,top_growth,19,CBAY,"CymaBay Therapeutics, Inc.",RATING: STRONG BUY4.89,RATING: HOLD3.00,RATING: STRONG BUY4.83,2.40B,-,D,A+,D,A+,C+
2023-12-01,top_growth,20,RCL,Royal Caribbean Cruises Ltd.,RATING: STRONG BUY4.89,RATING: HOLD3.33,RATING: BUY4.36,30.85B,-,D,A,A,A+,A-
2023-12-01,top_growth,21,ATGE,Adtalem Global Education Inc.,RATING: STRONG BUY4.89,RATING: BUY4.00,RATING: BUY4.33,2.39B,-,C-,A,B,A+,A+
2023-12-01,top_growth,22,SEMR,"Semrush Holdings, Inc.",RATING: STRONG BUY4.89,RATING: BUY4.00,RATING: HOLD3.42,1.64B,-,D+,A+,C-,A,A+
2023-12-01,top_growth,23,FUJHY,Subaru Corporation,RATING: STRONG BUY4.88,RATING: BUY4.33,RATING: HOLD3.00,13.25B,3.33%,A+,A,B+,C+,A+
2023-12-01,top_growth,24,SPOT,Spotify Technology S.A.,RATING: STRONG BUY4.88,RATING: BUY3.70,RATING: BUY4.00,38.59B,-,C-,A+,D+,A+,B+
2023-12-01,top_growth,25,BKNG,Booking Holdings Inc.,RATING: STRONG BUY4.88,RATING: BUY4.00,RATING: BUY4.05,118.53B,-,D,A+,A+,A,A-
2023-12-01,top_growth,26,SKYW,"SkyWest, Inc.",RATING: STRONG BUY4.87,RATING: BUY4.00,RATING: HOLD3.40,2.01B,-,A,A,C-,A+,B
2023-12-01,top_growth,27,HMY,Harmony Gold Mining Company Limited,RATING: STRONG BUY4.87,RATING: BUY3.50,RATING: HOLD2.50,3.52B,0.72%,C,A+,B,A+,A+
2023-12-01,top_growth,28,TPG,TPG Inc.,RATING: STRONG BUY4.86,RATING: HOLD3.00,RATING: BUY3.64,11.65B,3.74%,B-,A,A+,A,A
2023-12-01,top_growth,29,FROG,JFrog Ltd.,RATING: STRONG BUY4.85,RATING: HOLD3.00,RATING: BUY4.28,3.17B,-,D+,A+,B,A-,A
2023-12-01,top_growth,30,IIPR,"Innovative Industrial Properties, Inc.",RATING: STRONG BUY4.85,RATING: BUY4.20,RATING: HOLD3.42,2.48B,8.19%,A-,A+,A,B+,B+
2023-12-01,top_growth,31,RNR,RenaissanceRe Holdings Ltd.,RATING: STRONG BUY4.85,RATING: HOLD3.00,RATING: BUY4.10,10.66B,0.73%,B+,A+,B,B-,A+
2023-12-01,top_growth,32,AMPH,"Amphastar Pharmaceuticals, Inc.",RATING: STRONG BUY4.85,RATING: BUY3.50,RATING: BUY4.00,2.79B,-,D+,A,A+,A+,A-
2023-12-01,top_growth,33,EG,"Everest Group, Ltd.",RATING: STRONG BUY4.84,RATING: BUY4.00,RATING: BUY4.36,16.95B,1.72%,B+,A+,A,B,A
2023-12-01,top_growth,34,LTMAY,LATAM Airlines Group S.A.,RATING: STRONG BUY4.84,-RATING: NOT COVERED,RATING: BUY3.66,5.96B,-,A+,A+,D+,C+,A-
2023-12-01,top_growth,35,PVH,PVH Corp.,RATING: STRONG BUY4.82,RATING: BUY4.00,RATING: BUY3.94,6.59B,0.13%,D+,A,C+,A,A-
2023-12-01,top_growth,36,VST,Vistra Corp.,RATING: STRONG BUY4.81,RATING: BUY3.66,RATING: BUY4.40,13.19B,2.14%,A-,A,A+,A+,A-
2023-12-01,top_growth,37,TWLO,Twilio Inc.,RATING: STRONG BUY4.81,RATING: BUY3.63,RATING: BUY3.68,12.88B,-,C+,A+,C,B,B+
2023-12-01,top_growth,38,CAAP,Corporación América Airports S.A.,RATING: STRONG BUY4.80,RATING: HOLD3.00,RATING: HOLD3.33,2.29B,-,B+,A+,A-,A,B
2023-12-01,top_growth,39,FLR,Fluor Corporation,RATING: STRONG BUY4.79,RATING: BUY3.66,RATING: BUY4.14,6.60B,-,B-,A+,C-,B+,A+
2023-12-01,top_growth,40,UPWK,Upwork Inc.,RATING: STRONG BUY4.79,RATING: BUY4.00,RATING: BUY3.63,1.95B,-,D,A+,C,A,A+
2023-12-01,top_growth,41,RGA,"Reinsurance Group of America, Incorporated",RATING: STRONG BUY4.78,RATING: BUY4.00,RATING: BUY4.16,10.96B,1.95%,C+,A+,B-,A,B+
2023-12-01,top_growth,42,VEOEY,Veolia Environnement SA,RATING: STRONG BUY4.78,RATING: STRONG BUY4.50,RATING: HOLD3.00,22.20B,7.11%,A,A,A+,B+,A
2023-12-01,top_growth,43,LYV,"Live Nation Entertainment, Inc.",RATING: STRONG BUY4.76,RATING: HOLD3.33,RATING: BUY4.31,19.88B,-,D,A+,A,A-,A
2023-12-01,top_growth,44,NUVL,"Nuvalent, Inc.",RATING: STRONG BUY4.75,RATING: HOLD3.00,RATING: BUY4.37,4.55B,-,D,A,C+,A+,C-
2023-12-01,top_growth,45,OSK,Oshkosh Corporation,RATING: STRONG BUY4.74,RATING: BUY4.00,RATING: BUY3.75,6.66B,1.62%,B+,A,C+,B,A-
2023-12-01,top_growth,46,LBRT,Liberty Energy Inc.,RATING: STRONG BUY4.72,RATING: BUY3.50,RATING: BUY3.81,3.00B,1.24%,A-,A+,B,A-,B
2023-12-01,top_growth,47,LI,Li Auto Inc.,RATING: STRONG BUY4.72,RATING: BUY3.80,RATING: STRONG BUY4.62,34.66B,-,B+,A+,A+,A-,B+
2023-12-01,top_growth,48,WCC,"WESCO International, Inc.",RATING: STRONG BUY4.72,RATING: HOLD3.00,RATING: STRONG BUY4.66,8.50B,0.67%,B-,A+,B-,B-,A
2023-12-01,top_growth,49,FOUR,"Shift4 Payments, Inc.",RATING: STRONG BUY4.71,RATING: BUY4.00,RATING: STRONG BUY4.50,5.54B,-,D,A+,B,B+,A+
2023-12-01,top_growth,50,TARO,Taro Pharmaceutical Industries Ltd.,RATING: STRONG BUY4.70,RATING: BUY4.00,RATING: BUY4.00,1.43B,-,A-,A,A,A-,A+
2023-12-01,top_growth,51,BUR,Burford Capital Limited,RATING: STRONG BUY4.70,RATING: STRONG BUY4.50,RATING: STRONG BUY5.00,2.99B,0.91%,D,A+,B+,A-,A+
2023-12-01,top_growth,52,NSANY,"Nissan Motor Co., Ltd.",RATING: STRONG BUY4.69,RATING: HOLD3.33,RATING: STRONG BUY5.00,16.41B,2.57%,A-,A,C,B-,A
2023-12-01,top_growth,53,TCOM,Trip.com Group Limited,RATING: STRONG BUY4.69,RATING: BUY4.00,RATING: STRONG BUY4.67,21.80B,-,B-,A+,C+,C,A-
2023-12-01,top_growth,54,RCKT,"Rocket Pharmaceuticals, Inc.",RATING: STRONG BUY4.68,RATING: BUY3.50,RATING: STRONG BUY4.78,2.29B,-,C,A,C,A,B
2023-12-01,top_growth,55,PFGC,Performance Food Group Company,RATING: STRONG BUY4.68,RATING: BUY4.00,RATING: BUY4.33,10.33B,-,B+,A,C-,A-,B+
2023-12-01,top_growth,56,PLMR,"Palomar Holdings, Inc.",RATING: STRONG BUY4.67,RATING: BUY4.00,RATING: BUY3.87,1.52B,-,D,A,A,B+,B+
2023-12-01,top_growth,57,WNC,Wabash National Corporation,RATING: STRONG BUY4.67,RATING: BUY3.66,RATING: BUY3.66,1.16B,1.29%,A-,A+,B+,C+,A
2023-12-01,top_growth,58,TEAM,Atlassian Corporation,RATING: STRONG BUY4.67,RATING: HOLD2.75,RATING: BUY4.10,52.09B,-,D,A,B,B,B+
2023-12-01,top_growth,59,ARDX,"Ardelyx, Inc.",RATING: STRONG BUY4.66,RATING: STRONG BUY4.50,RATING: STRONG BUY4.75,1.19B,-,C-,A+,B,A+,B
2023-12-01,top_growth,60,ROAD,"Construction Partners, Inc.",RATING: STRONG BUY4.65,RATING: HOLD3.00,RATING: STRONG BUY4.66,2.29B,-,C-,A,C,A+,B+
2023-12-01,top_growth,61,GRFS,"Grifols, S.A.",RATING: STRONG BUY4.65,RATING: BUY4.00,RATING: BUY4.00,8.96B,-,C,A,A-,A-,A+
2023-12-01,top_growth,62,EXPE,"Expedia Group, Inc.",RATING: STRONG BUY4.65,RATING: BUY3.87,RATING: BUY3.65,20.06B,-,C,A+,A,A,B
2023-12-01,top_growth,63,AXS,AXIS Capital Holdings Limited,RATING: STRONG BUY4.65,RATING: BUY4.00,RATING: BUY3.62,4.72B,3.15%,B,A,B,C-,A
2023-12-01,top_growth,64,LNTH,"Lantheus Holdings, Inc.",RATING: STRONG BUY4.64,RATING: STRONG BUY4.50,RATING: STRONG BUY4.80,5.21B,-,D,A+,B+,A-,B+
2023-12-01,top_growth,65,NMIH,"NMI Holdings, Inc.",RATING: STRONG BUY4.64,RATING: BUY4.00,RATING: BUY4.20,2.30B,-,B-,A,A-,B+,B+
2023-12-01,top_growth,66,TMUS,"T-Mobile US, Inc.",RATING: STRONG BUY4.64,RATING: BUY3.85,RATING: BUY4.48,185.26B,0.41%,D+,A,A+,A-,C-
2023-12-01,top_growth,67,STNG,Scorpio Tankers Inc.,RATING: STRONG BUY4.63,RATING: BUY4.33,RATING: STRONG BUY4.66,2.64B,1.97%,B-,A+,A+,B,B
2023-12-01,top_growth,68,APOG,"Apogee Enterprises, Inc.",RATING: STRONG BUY4.62,RATING: BUY3.50,RATING: HOLD3.20,1.08B,1.96%,B,A+,B,B-,A
2023-12-01,top_growth,69,AYX,"Alteryx, Inc.",RATING: STRONG BUY4.61,RATING: HOLD2.66,RATING: BUY3.94,3.19B,-,C-,A+,D,B-,B+
2023-12-01,top_growth,70,QTWO,"Q2 Holdings, Inc.",RATING: STRONG BUY4.61,RATING: BUY4.00,RATING: BUY4.25,2.21B,-,D+,A,C+,A-,B
2023-12-01,top_growth,71,BYDDY,BYD Company Limited,RATING: STRONG BUY4.60,RATING: BUY3.83,RATING: STRONG BUY5.00,78.62B,0.61%,C-,A,A+,C-,A
2023-12-01,top_growth,72,EPRT,"Essential Properties Realty Trust, Inc.",RATING: STRONG BUY4.60,RATING: BUY3.85,RATING: STRONG BUY4.50,3.83B,4.50%,B-,A+,A+,B,B+
2023-12-01,top_growth,73,TRMD,TORM plc,RATING: STRONG BUY4.59,RATING: BUY3.62,RATING: STRONG BUY5.00,2.25B,26.43%,A+,A+,B+,C+,B-
2023-12-01,top_growth,74,TNK,Teekay Tankers Ltd.,RATING: STRONG BUY4.59,RATING: BUY4.00,RATING: STRONG BUY4.57,1.64B,1.59%,B+,A,A-,A,C
2023-12-01,top_growth,75,USFD,US Foods Holding Corp.,RATING: STRONG BUY4.58,RATING: BUY4.00,RATING: BUY4.18,11.08B,-,A-,A+,C,A-,B+
2023-12-01,top_growth,76,TSLX,"Sixth Street Specialty Lending, Inc.",RATING: STRONG BUY4.56,RATING: HOLD3.25,RATING: BUY4.08,1.85B,8.60%,A-,A,A,B,B
2023-12-01,top_growth,77,PROSY,Prosus N.V.,RATING: STRONG BUY4.56,RATING: BUY3.66,RATING: STRONG BUY5.00,82.85B,0.17%,C,A+,C+,C+,A+
2023-12-01,top_growth,78,EMR,Emerson Electric Co.,RATING: STRONG BUY4.55,RATING: BUY3.66,RATING: BUY4.37,51.28B,2.31%,D+,A,A,C,B+
2023-12-01,top_growth,79,ALKS,Alkermes plc,RATING: STRONG BUY4.55,RATING: BUY4.00,RATING: BUY3.83,4.44B,-,B-,A+,A,B-,A-
2023-12-01,top_growth,80,ATAT,Atour Lifestyle Holdings Limited,RATING: STRONG BUY4.54,RATING: HOLD3.00,RATING: STRONG BUY4.90,2.33B,0.90%,B-,A+,A-,C-,A+
2023-12-01,top_growth,81,ITUB,Itaú Unibanco Holding S.A.,RATING: STRONG BUY4.53,RATING: BUY4.00,RATING: BUY3.57,57.91B,1.46%,C,A+,A+,A,C
2023-12-01,top_growth,82,FTAI,FTAI Aviation Ltd.,RATING: STRONG BUY4.51,RATING: BUY4.00,RATING: STRONG BUY4.70,4.45B,2.72%,D+,A,A+,A+,C
2023-12-01,top_growth,83,AAL,American Airlines Group Inc.,RATING: STRONG BUY4.50,RATING: HOLD3.14,RATING: HOLD3.14,9.20B,-,A+,A+,A,C-,C-
2023-12-01,top_growth,84,LGF.A,Lions Gate Entertainment Corp.,RATING: STRONG BUY4.50,RATING: BUY4.00,RATING: BUY3.50,2.41B,-,A-,A+,C-,A,B-
2023-12-01,top_growth,85,U,Unity Software Inc.,RATING: BUY4.46,RATING: BUY3.55,RATING: BUY3.64,12.31B,-,D,A+,C+,C,B
2023-12-01,top_growth,86,BKD,Brookdale Senior Living Inc.,RATING: BUY4.46,RATING: HOLD3.00,RATING: HOLD3.00,1.03B,-,D+,A+,B+,A+,C-
2023-12-01,top_growth,87,BL,"BlackLine, Inc.",RATING: BUY4.45,RATING: HOLD2.50,RATING: HOLD3.28,3.72B,-,D,A,B+,B-,A-
2023-12-01,top_growth,88,CRBG,"Corebridge Financial, Inc.",RATING: BUY4.44,RATING: BUY3.66,RATING: BUY4.14,12.91B,5.53%,A-,A+,A,B+,C-
2023-12-01,top_growth,89,PRCT,PROCEPT BioRobotics Corporation,RATING: BUY4.42,RATING: HOLD3.00,RATING: STRONG BUY4.62,1.98B,-,D+,A+,C-,A-,A+
2023-12-01,top_growth,90,PARR,"Par Pacific Holdings, Inc.",RATING: BUY4.42,RATING: BUY4.00,RATING: BUY3.83,2.07B,-,B+,A,B-,A,C+
2023-12-01,top_growth,91,TRIP,"Tripadvisor, Inc.",RATING: BUY4.41,RATING: HOLD3.00,RATING: HOLD3.20,2.51B,-,C,A,B-,B+,A-
2023-12-01,top_growth,92,EURN,Euronav NV,RATING: BUY4.40,RATING: HOLD3.25,RATING: BUY3.60,3.53B,18.29%,A,A+,B,B,C-
2023-12-01,top_growth,93,CRNX,"Crinetics Pharmaceuticals, Inc.",RATING: BUY4.38,RATING: HOLD3.00,RATING: STRONG BUY4.60,2.31B,-,D+,A,B-,A+,C-
2023-12-01,top_growth,94,NTST,NETSTREIT Corp.,RATING: BUY4.38,RATING: HOLD3.33,RATING: BUY3.69,1.15B,4.91%,C-,A+,B+,D+,B+
2023-12-01,top_growth,95,NVTS,Navitas Semiconductor Corporation,RATING: BUY4.38,RATING: BUY4.00,RATING: STRONG BUY4.50,1.34B,-,C+,A+,A+,B-,B
2023-12-01,top_growth,96,SSREY,Swiss Re AG,RATING: BUY4.37,RATING: BUY4.00,RATING: BUY4.00,33.15B,5.56%,B,A+,A,B+,C+
2023-12-01,top_growth,97,CXM,"Sprinklr, Inc.",RATING: BUY4.35,RATING: BUY4.33,RATING: BUY3.69,3.05B,-,D,A+,B-,C-,A+
2023-12-01,top_growth,98,CIB,Bancolombia S.A.,RATING: BUY4.35,RATING: BUY4.00,RATING: HOLD3.30,7.12B,9.70%,A+,A+,B+,C,C
2023-12-01,top_growth,99,BLTE,"Belite Bio, Inc",RATING: BUY4.32,-RATING: NOT COVERED,RATING: STRONG BUY4.75,1.22B,-,C,A+,C-,A+,C-
2023-12-01,top_growth,100,CNK,"Cinemark Holdings, Inc.",RATING: BUY4.32,RATING: BUY4.00,RATING: BUY3.90,1.81B,-,C,A,B-,B-,A
2023-12-01,top_value,1,ISNPY,Intesa Sanpaolo S.p.A.,RATING: STRONG BUY4.98,RATING: BUY4.00,RATING: HOLD3.00,52.81B,8.71%,A+,A+,A+,B+,A+
2023-12-01,top_value,2,FMCC,Federal Home Loan Mortgage Corporation,RATING: STRONG BUY4.96,-RATING: NOT COVERED,RATING: SELL1.50,2.12B,-,A+,A-,A+,A+,C+
2023-12-01,top_value,3,FNMA,Federal National Mortgage Association,RATING: STRONG BUY4.95,-RATING: NOT COVERED,RATING: HOLD2.50,4.08B,-,A+,A-,A+,A+,B-
2023-12-01,top_value,4,MFC,Manulife Financial Corporation,RATING: STRONG BUY4.93,RATING: BUY3.66,RATING: BUY3.64,37.91B,5.14%,A,C,A+,B,B+
2023-12-01,top_value,5,FOR,Forestar Group Inc.,RATING: STRONG BUY4.92,RATING: BUY4.00,RATING: STRONG BUY4.50,1.56B,-,A+,A+,C-,A+,B-
2023-12-01,top_value,6,ENIC,Enel Chile S.A.,RATING: STRONG BUY4.92,RATING: BUY4.00,RATING: BUY3.50,4.61B,9.86%,A+,A+,A-,A+,A
2023-12-01,top_value,7,AVVIY,Aviva plc,RATING: STRONG BUY4.91,RATING: BUY4.00,RATING: BUY4.00,14.73B,7.20%,A+,B,A+,B-,A-
2023-12-01,top_value,8,AEL,American Equity Investment Life Holding Company,RATING: STRONG BUY4.90,RATING: BUY3.50,RATING: HOLD3.00,4.37B,-,A,A,B+,A,A-
2023-12-01,top_value,9,FUJHY,Subaru Corporation,RATING: STRONG BUY4.88,RATING: BUY4.33,RATING: HOLD3.00,13.25B,3.33%,A+,A,B+,C+,A+
2023-12-01,top_value,10,SKYW,"SkyWest, Inc.",RATING: STRONG BUY4.87,RATING: BUY4.00,RATING: HOLD3.40,2.01B,-,A,A,C-,A+,B
